Time,Latitude,Longitude,TOS
2015-01-16,63.334877014160156,20.10354232788086,0.9887107
2015-02-16,63.334877014160156,20.10354232788086,-0.16873114
2015-03-16,63.334877014160156,20.10354232788086,-0.07131449
2015-04-16,63.334877014160156,20.10354232788086,1.2299479
2015-05-16,63.334877014160156,20.10354232788086,4.018914
2015-06-16,63.334877014160156,20.10354232788086,5.173345
2015-07-16,63.334877014160156,20.10354232788086,10.118374
2015-08-16,63.334877014160156,20.10354232788086,13.859028
2015-09-16,63.334877014160156,20.10354232788086,13.726031
2015-10-16,63.334877014160156,20.10354232788086,10.643727
2015-11-16,63.334877014160156,20.10354232788086,6.556875
2015-12-16,63.334877014160156,20.10354232788086,1.951132
2016-01-16,63.334877014160156,20.10354232788086,0.025848968
2016-02-16,63.334877014160156,20.10354232788086,-0.05286362
2016-03-16,63.334877014160156,20.10354232788086,-0.0062811603
2016-04-16,63.334877014160156,20.10354232788086,0.9042546
2016-05-16,63.334877014160156,20.10354232788086,3.2773373
2016-06-16,63.334877014160156,20.10354232788086,8.489666
2016-07-16,63.334877014160156,20.10354232788086,14.406756
2016-08-16,63.334877014160156,20.10354232788086,15.413113
2016-09-16,63.334877014160156,20.10354232788086,13.2332535
2016-10-16,63.334877014160156,20.10354232788086,9.862322
2016-11-16,63.334877014160156,20.10354232788086,6.2505136
2016-12-16,63.334877014160156,20.10354232788086,2.5484319
2017-01-16,63.334877014160156,20.10354232788086,-0.11468483
2017-02-16,63.334877014160156,20.10354232788086,-0.1153425
2017-03-16,63.334877014160156,20.10354232788086,-0.12935972
2017-04-16,63.334877014160156,20.10354232788086,0.14234982
2017-05-16,63.334877014160156,20.10354232788086,2.3752704
2017-06-16,63.334877014160156,20.10354232788086,7.132814
2017-07-16,63.334877014160156,20.10354232788086,9.864519
2017-08-16,63.334877014160156,20.10354232788086,12.112255
2017-09-16,63.334877014160156,20.10354232788086,13.020259
2017-10-16,63.334877014160156,20.10354232788086,10.836305
2017-11-16,63.334877014160156,20.10354232788086,7.3390274
2017-12-16,63.334877014160156,20.10354232788086,2.5783577
2018-01-16,63.334877014160156,20.10354232788086,1.0183412
2018-02-16,63.334877014160156,20.10354232788086,0.9718998
2018-03-16,63.334877014160156,20.10354232788086,0.8892482
2018-04-16,63.334877014160156,20.10354232788086,1.5396726
2018-05-16,63.334877014160156,20.10354232788086,4.180891
2018-06-16,63.334877014160156,20.10354232788086,10.34
2018-07-16,63.334877014160156,20.10354232788086,15.148517
2018-08-16,63.334877014160156,20.10354232788086,17.966627
2018-09-16,63.334877014160156,20.10354232788086,17.565449
2018-10-16,63.334877014160156,20.10354232788086,14.095954
2018-11-16,63.334877014160156,20.10354232788086,9.6687765
2018-12-16,63.334877014160156,20.10354232788086,5.476048
2019-01-16,63.334877014160156,20.10354232788086,2.6817055
2019-02-16,63.334877014160156,20.10354232788086,2.233826
2019-03-16,63.334877014160156,20.10354232788086,1.4967995
2019-04-16,63.334877014160156,20.10354232788086,2.139059
