Time,Latitude,Longitude,TOS
2015-01-16,63.334877014160156,20.10354232788086,0.8127432
2015-02-16,63.334877014160156,20.10354232788086,-0.040715184
2015-03-16,63.334877014160156,20.10354232788086,-0.12370674
2015-04-16,63.334877014160156,20.10354232788086,0.0011549923
2015-05-16,63.334877014160156,20.10354232788086,1.4317807
2015-06-16,63.334877014160156,20.10354232788086,6.688463
2015-07-16,63.334877014160156,20.10354232788086,11.582622
2015-08-16,63.334877014160156,20.10354232788086,16.12061
2015-09-16,63.334877014160156,20.10354232788086,14.196402
2015-10-16,63.334877014160156,20.10354232788086,9.061394
2015-11-16,63.334877014160156,20.10354232788086,4.6179533
2015-12-16,63.334877014160156,20.10354232788086,2.5952404
2016-01-16,63.334877014160156,20.10354232788086,0.9399584
2016-02-16,63.334877014160156,20.10354232788086,-0.08293513
2016-03-16,63.334877014160156,20.10354232788086,0.88241225
2016-04-16,63.334877014160156,20.10354232788086,1.6879538
2016-05-16,63.334877014160156,20.10354232788086,3.8746207
2016-06-16,63.334877014160156,20.10354232788086,6.436532
2016-07-16,63.334877014160156,20.10354232788086,12.595744
2016-08-16,63.334877014160156,20.10354232788086,16.310549
2016-09-16,63.334877014160156,20.10354232788086,12.711254
2016-10-16,63.334877014160156,20.10354232788086,10.515492
2016-11-16,63.334877014160156,20.10354232788086,5.8744483
2016-12-16,63.334877014160156,20.10354232788086,2.9335573
2017-01-16,63.334877014160156,20.10354232788086,0.38177738
2017-02-16,63.334877014160156,20.10354232788086,-0.045832906
2017-03-16,63.334877014160156,20.10354232788086,0.20843275
2017-04-16,63.334877014160156,20.10354232788086,1.4351193
2017-05-16,63.334877014160156,20.10354232788086,3.10574
2017-06-16,63.334877014160156,20.10354232788086,6.5535765
2017-07-16,63.334877014160156,20.10354232788086,12.488986
2017-08-16,63.334877014160156,20.10354232788086,14.306544
2017-09-16,63.334877014160156,20.10354232788086,10.408088
2017-10-16,63.334877014160156,20.10354232788086,9.406477
2017-11-16,63.334877014160156,20.10354232788086,8.05396
2017-12-16,63.334877014160156,20.10354232788086,4.6890645
2018-01-16,63.334877014160156,20.10354232788086,0.69806564
2018-02-16,63.334877014160156,20.10354232788086,0.47144103
2018-03-16,63.334877014160156,20.10354232788086,0.10429223
2018-04-16,63.334877014160156,20.10354232788086,1.3472579
2018-05-16,63.334877014160156,20.10354232788086,4.696177
2018-06-16,63.334877014160156,20.10354232788086,10.289624
2018-07-16,63.334877014160156,20.10354232788086,12.482214
2018-08-16,63.334877014160156,20.10354232788086,15.856023
2018-09-16,63.334877014160156,20.10354232788086,10.707401
2018-10-16,63.334877014160156,20.10354232788086,9.1056595
2018-11-16,63.334877014160156,20.10354232788086,8.081796
2018-12-16,63.334877014160156,20.10354232788086,5.477001
2019-01-16,63.334877014160156,20.10354232788086,0.9963805
2019-02-16,63.334877014160156,20.10354232788086,-0.06108118
2019-03-16,63.334877014160156,20.10354232788086,0.9341664
2019-04-16,63.334877014160156,20.10354232788086,2.5733373
2019-05-16,63.334877014160156,20.10354232788086,4.5937576
2019-06-16,63.334877014160156,20.10354232788086,7.8355894
2019-07-16,63.334877014160156,20.10354232788086,11.563789
2019-08-16,63.334877014160156,20.10354232788086,15.193802
2019-09-16,63.334877014160156,20.10354232788086,14.050578
2019-10-16,63.334877014160156,20.10354232788086,9.396343
2019-11-16,63.334877014160156,20.10354232788086,6.8636565
2019-12-16,63.334877014160156,20.10354232788086,4.2233343
2020-01-16,63.334877014160156,20.10354232788086,0.08227107
2020-02-16,63.334877014160156,20.10354232788086,0.087241285
2020-03-16,63.334877014160156,20.10354232788086,0.050137915
2020-04-16,63.334877014160156,20.10354232788086,1.4847126
2020-05-16,63.334877014160156,20.10354232788086,3.1307034
2020-06-16,63.334877014160156,20.10354232788086,6.422539
2020-07-16,63.334877014160156,20.10354232788086,11.992577
2020-08-16,63.334877014160156,20.10354232788086,12.512922
2020-09-16,63.334877014160156,20.10354232788086,11.065114
2020-10-16,63.334877014160156,20.10354232788086,8.095094
2020-11-16,63.334877014160156,20.10354232788086,4.622151
2020-12-16,63.334877014160156,20.10354232788086,2.1010165
2021-01-16,63.334877014160156,20.10354232788086,0.7026014
2021-02-16,63.334877014160156,20.10354232788086,0.9732959
2021-03-16,63.334877014160156,20.10354232788086,-0.078977354
2021-04-16,63.334877014160156,20.10354232788086,0.62137425
2021-05-16,63.334877014160156,20.10354232788086,3.253904
2021-06-16,63.334877014160156,20.10354232788086,7.509038
2021-07-16,63.334877014160156,20.10354232788086,8.571835
2021-08-16,63.334877014160156,20.10354232788086,14.01424
2021-09-16,63.334877014160156,20.10354232788086,12.107883
2021-10-16,63.334877014160156,20.10354232788086,9.775483
2021-11-16,63.334877014160156,20.10354232788086,8.116886
2021-12-16,63.334877014160156,20.10354232788086,3.2319813
2022-01-16,63.334877014160156,20.10354232788086,1.4875362
2022-02-16,63.334877014160156,20.10354232788086,0.70518124
2022-03-16,63.334877014160156,20.10354232788086,0.9836995
2022-04-16,63.334877014160156,20.10354232788086,2.0498812
2022-05-16,63.334877014160156,20.10354232788086,3.851813
2022-06-16,63.334877014160156,20.10354232788086,9.08397
2022-07-16,63.334877014160156,20.10354232788086,14.281834
2022-08-16,63.334877014160156,20.10354232788086,12.882481
2022-09-16,63.334877014160156,20.10354232788086,10.904363
2022-10-16,63.334877014160156,20.10354232788086,10.474742
2022-11-16,63.334877014160156,20.10354232788086,8.164784
2022-12-16,63.334877014160156,20.10354232788086,4.9899797
2023-01-16,63.334877014160156,20.10354232788086,2.0896099
2023-02-16,63.334877014160156,20.10354232788086,1.4454001
2023-03-16,63.334877014160156,20.10354232788086,0.78429323
2023-04-16,63.334877014160156,20.10354232788086,3.3691247
2023-05-16,63.334877014160156,20.10354232788086,5.4429417
2023-06-16,63.334877014160156,20.10354232788086,8.863188
2023-07-16,63.334877014160156,20.10354232788086,13.208861
2023-08-16,63.334877014160156,20.10354232788086,15.422514
2023-09-16,63.334877014160156,20.10354232788086,12.788572
2023-10-16,63.334877014160156,20.10354232788086,10.098505
2023-11-16,63.334877014160156,20.10354232788086,7.499892
2023-12-16,63.334877014160156,20.10354232788086,4.247257
2024-01-16,63.334877014160156,20.10354232788086,2.317296
2024-02-16,63.334877014160156,20.10354232788086,-0.29100126
2024-03-16,63.334877014160156,20.10354232788086,-0.1530201
2024-04-16,63.334877014160156,20.10354232788086,0.56647575
2024-05-16,63.334877014160156,20.10354232788086,3.4788182
2024-06-16,63.334877014160156,20.10354232788086,7.9568024
2024-07-16,63.334877014160156,20.10354232788086,15.51381
2024-08-16,63.334877014160156,20.10354232788086,16.736292
2024-09-16,63.334877014160156,20.10354232788086,15.481989
2024-10-16,63.334877014160156,20.10354232788086,11.444856
2024-11-16,63.334877014160156,20.10354232788086,8.145889
2024-12-16,63.334877014160156,20.10354232788086,4.547087
2025-01-16,63.334877014160156,20.10354232788086,0.58451706
2025-02-16,63.334877014160156,20.10354232788086,-0.12735842
2025-03-16,63.334877014160156,20.10354232788086,0.5604308
2025-04-16,63.334877014160156,20.10354232788086,2.1370757
2025-05-16,63.334877014160156,20.10354232788086,4.3157024
2025-06-16,63.334877014160156,20.10354232788086,9.989165
2025-07-16,63.334877014160156,20.10354232788086,14.28113
2025-08-16,63.334877014160156,20.10354232788086,17.50009
2025-09-16,63.334877014160156,20.10354232788086,13.496887
2025-10-16,63.334877014160156,20.10354232788086,8.378375
2025-11-16,63.334877014160156,20.10354232788086,6.6830697
2025-12-16,63.334877014160156,20.10354232788086,3.5982714
2026-01-16,63.334877014160156,20.10354232788086,0.83490723
2026-02-16,63.334877014160156,20.10354232788086,0.27240714
2026-03-16,63.334877014160156,20.10354232788086,0.6744378
2026-04-16,63.334877014160156,20.10354232788086,1.8568801
2026-05-16,63.334877014160156,20.10354232788086,3.9637718
2026-06-16,63.334877014160156,20.10354232788086,5.9991226
2026-07-16,63.334877014160156,20.10354232788086,13.090692
2026-08-16,63.334877014160156,20.10354232788086,17.709988
2026-09-16,63.334877014160156,20.10354232788086,12.78934
2026-10-16,63.334877014160156,20.10354232788086,10.693381
2026-11-16,63.334877014160156,20.10354232788086,8.776461
2026-12-16,63.334877014160156,20.10354232788086,5.0357003
2027-01-16,63.334877014160156,20.10354232788086,2.0580986
2027-02-16,63.334877014160156,20.10354232788086,1.4742965
2027-03-16,63.334877014160156,20.10354232788086,0.53642845
2027-04-16,63.334877014160156,20.10354232788086,1.8008201
2027-05-16,63.334877014160156,20.10354232788086,4.2933073
2027-06-16,63.334877014160156,20.10354232788086,7.1573424
2027-07-16,63.334877014160156,20.10354232788086,11.617623
2027-08-16,63.334877014160156,20.10354232788086,13.129222
2027-09-16,63.334877014160156,20.10354232788086,9.347447
2027-10-16,63.334877014160156,20.10354232788086,9.179489
2027-11-16,63.334877014160156,20.10354232788086,8.179798
2027-12-16,63.334877014160156,20.10354232788086,5.2130795
2028-01-16,63.334877014160156,20.10354232788086,2.4169202
2028-02-16,63.334877014160156,20.10354232788086,0.36617878
2028-03-16,63.334877014160156,20.10354232788086,1.039597
2028-04-16,63.334877014160156,20.10354232788086,2.4206173
2028-05-16,63.334877014160156,20.10354232788086,4.2490773
2028-06-16,63.334877014160156,20.10354232788086,7.3371134
2028-07-16,63.334877014160156,20.10354232788086,15.334539
2028-08-16,63.334877014160156,20.10354232788086,15.051966
2028-09-16,63.334877014160156,20.10354232788086,10.917697
2028-10-16,63.334877014160156,20.10354232788086,9.97708
2028-11-16,63.334877014160156,20.10354232788086,7.610426
2028-12-16,63.334877014160156,20.10354232788086,4.6351657
2029-01-16,63.334877014160156,20.10354232788086,0.6684584
2029-02-16,63.334877014160156,20.10354232788086,0.13795398
2029-03-16,63.334877014160156,20.10354232788086,0.6146868
2029-04-16,63.334877014160156,20.10354232788086,2.00414
2029-05-16,63.334877014160156,20.10354232788086,3.5919917
2029-06-16,63.334877014160156,20.10354232788086,8.452188
2029-07-16,63.334877014160156,20.10354232788086,12.3803835
2029-08-16,63.334877014160156,20.10354232788086,12.815989
2029-09-16,63.334877014160156,20.10354232788086,11.3415365
2029-10-16,63.334877014160156,20.10354232788086,9.105346
2029-11-16,63.334877014160156,20.10354232788086,5.302472
2029-12-16,63.334877014160156,20.10354232788086,1.8957511
2030-01-16,63.334877014160156,20.10354232788086,-0.21215089
2030-02-16,63.334877014160156,20.10354232788086,0.0033048298
